id,food_group_id,type,name,detail
1,1,Butter, salted,
2,1,Butter, whipped,with salt
3,1,Butter oil, anhydrous,
4,1,Cheese, blue,
5,1,Cheese, brick,
6,1,Cheese, brie,
7,1,Cheese, camembert,
8,1,Cheese, caraway,
9,1,Cheese, cheddar,
10,1,Cheese, cheshire,
11,1,Cheese, colby,
12,1,Cheese, cottage,"creamed, large or small curd"
13,1,Cheese, cottage,"creamed, with fruit"
14,1,Cheese, cottage,"nonfat, uncreamed, dry, large or small curd"
15,1,Cheese, cottage,"lowfat, 2% milkfat"
16,1,Cheese, cottage,"lowfat, 1% milkfat"
17,1,Cheese, cream,
18,1,Cheese, edam,
19,1,Cheese, feta,
20,1,Cheese, fontina,
21,1,Cheese, gjetost,
22,1,Cheese, gouda,
23,1,Cheese, gruyere,
24,1,Cheese, limburger,
25,1,Cheese, monterey,
26,1,Cheese, mozzarella,whole milk
27,1,Cheese, mozzarella,"whole milk, low moisture"
28,1,Cheese, mozzarella,part skim milk
29,1,Cheese, mozzarella,"low moisture, part-skim"
30,1,Cheese, muenster,
31,1,Cheese, neufchatel,
32,1,Cheese, parmesan,grated
33,1,Cheese, parmesan,hard
34,1,Cheese, port de salut,
35,1,Cheese, provolone,
36,1,Cheese, ricotta,whole milk
37,1,Cheese, ricotta,part skim milk
38,1,Cheese, romano,
39,1,Cheese, roquefort,
40,1,Cheese, swiss,
41,1,Cheese, tilsit,
42,1,Cheese, pasteurized process,"American, fortified with vitamin D"
43,1,Cheese, pasteurized process,pimento
44,1,Cheese, pasteurized process,swiss
45,1,Cheese food, cold pack,American
46,1,Cheese food, pasteurized process,"American, vitamin D fortified"
47,1,Cheese food, pasteurized process,swiss
48,1,Cheese spread, pasteurized process,American
49,1,Cream, fluid,half and half
50,1,Cream, fluid,light (coffee cream or table cream)
52,1,Cream, fluid,light whipping
53,1,Cream, fluid,heavy whipping
54,1,Cream, whipped,"cream topping, pressurized"
55,1,Cream, sour,"reduced fat, cultured"
56,1,Cream, sour,cultured
57,1,Eggnog,,
58,1,Sour dressing, non-butterfat,"cultured, filled cream-type"
59,1,Milk, filled,"fluid, with blend of hydrogenated vegetable oils"
60,1,Milk, filled,"fluid, with lauric acid oil"
61,1,Cheese, American,nonfat or fat free
67,1,Cream substitute, liquid,with hydrogenated vegetable oil and soy protein
68,1,Cream substitute, liquid,with lauric acid oil and sodium caseinate
69,1,Cream substitute, powdered,
70,1,Dessert topping, powdered,
71,1,Dessert topping, powdered,1.5 ounce prepared with 1/2 cup milk
72,1,Dessert topping, pressurized,
73,1,Dessert topping, semi solid,frozen
74,1,Sour cream, imitation,cultured
76,1,Milk substitutes, fluid,with lauric acid oil
77,1,Milk, whole,"3.25% milkfat, with added vitamin D"
78,1,Milk, producer,"fluid, 3.7% milkfat"
79,1,Milk, reduced fat,"fluid, 2% milkfat, with added vitamin A and vitamin D"
80,1,Milk, reduced fat,"fluid, 2% milkfat, with added nonfat milk solids and vitamin A and vitamin D"
81,1,Milk, reduced fat,"fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D"
82,1,Milk, lowfat,"fluid, 1% milkfat, with added vitamin A and vitamin D"
83,1,Milk, lowfat,"fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D"
84,1,Milk, lowfat,"fluid, 1% milkfat, protein fortified, with added vitamin A and vitamin D"
85,1,Milk, nonfat,"fluid, with added vitamin A and vitamin D (fat free or skim)"
86,1,Milk, nonfat,"fluid, with added nonfat milk solids, vitamin A and vitamin D (fat free or skim)"
87,1,Milk, nonfat,"fluid, protein fortified, with added vitamin A and vitamin D (fat free and skim)"
88,1,Milk, buttermilk,"fluid, cultured, lowfat"
89,1,Milk, low sodium,fluid
90,1,Milk, dry,"whole, with added vitamin D"
91,1,Milk, dry,"nonfat, regular, without added vitamin A and vitamin D"
92,1,Milk, dry,"nonfat, instant, with added vitamin A and vitamin D"
93,1,Milk, dry,"nonfat, calcium reduced"
94,1,Milk, buttermilk,dried
95,1,Milk, canned,"condensed, sweetened"
96,1,Milk, canned,"evaporated, with added vitamin D and without added vitamin A"
97,1,Milk, canned,"evaporated, nonfat, with added vitamin A and vitamin D"
102,1,Milk, chocolate,"fluid, commercial, whole, with added vitamin A and vitamin D"
103,1,Milk, chocolate,"fluid, commercial, reduced fat, with added vitamin A and vitamin D"
104,1,Milk, chocolate,"fluid, commercial, lowfat, with added vitamin A and vitamin D"
105,1,Milk, chocolate beverage,"hot cocoa, homemade"
106,1,Milk, goat,"fluid, with added vitamin D"
107,1,Milk, human,"mature, fluid"
108,1,Milk, indian buffalo,fluid
109,1,Milk, sheep,fluid
110,1,Milk shakes, thick chocolate,
111,1,Milk shakes, thick vanilla,
112,1,Whey, acid,fluid
113,1,Whey, acid,dried
114,1,Whey, sweet,fluid
115,1,Whey, sweet,dried
116,1,Yogurt, plain,"whole milk, 8 grams protein per 8 ounce"
117,1,Yogurt, plain,"low fat, 12 grams protein per 8 ounce"
118,1,Yogurt, plain,"skim milk, 13 grams protein per 8 ounce"
119,1,Yogurt, vanilla,"low fat, 11 grams protein per 8 ounce"
120,1,Yogurt, fruit,"low fat, 9 grams protein per 8 ounce"
121,1,Yogurt, fruit,"low fat, 10 grams protein per 8 ounce"
122,1,Yogurt, fruit,"low fat, 11 grams protein per 8 ounce"
123,1,Egg, whole,"raw, fresh"
124,1,Egg, white,"raw, fresh"
125,1,Egg, yolk,"raw, fresh"
126,1,Egg, yolk,"raw, frozen, pasteurized"
127,1,Egg, yolk,"raw, frozen, sugared, pasteurized"
128,1,Egg, whole,"cooked, fried"
129,1,Egg, whole,"cooked, hard-boiled"
130,1,Egg, whole,"cooked, omelet"
131,1,Egg, whole,"cooked, poached"
132,1,Egg, whole,"cooked, scrambled"
133,1,Egg, whole,dried
134,1,Egg, whole,"dried, stabilized, glucose reduced"
135,1,Egg, white,"dried, flakes, stabilized, glucose reduced"
136,1,Egg, white,"dried, powder, stabilized, glucose reduced"
137,1,Egg, yolk,dried
138,1,Egg, duck,"whole, fresh, raw"
139,1,Egg, goose,"whole, fresh, raw"
140,1,Egg, quail,"whole, fresh, raw"
141,1,Egg, turkey,"whole, fresh, raw"
144,1,Egg substitute, powder,
145,1,Butter, without salt,
146,1,Cheese, parmesan,shredded
151,1,Milk, nonfat,"fluid, without added vitamin A and vitamin D (fat free or skim)"
152,1,Milk, reduced fat,"fluid, 2% milkfat, with added nonfat milk solids, without added vitamin A"
153,1,Milk, canned,"evaporated, with added vitamin A"
154,1,Milk, dry,"nonfat, regular, with added vitamin A and vitamin D"
155,1,Milk, dry,"nonfat, instant, without added vitamin A and vitamin D"
156,1,Cheese, goat,hard type
157,1,Cheese, goat,semisoft type
159,1,Cheese, goat,soft type
160,1,Egg, yolk,"raw, frozen, salted, pasteurized"
161,1,Cheese substitute, mozzarella,
164,1,Cheese sauce, prepared from recipe,
165,1,Cheese, mexican,queso anejo
166,1,Cheese, mexican,queso asadero
167,1,Cheese, mexican,queso chihuahua
168,1,Cheese, low fat,cheddar or colby
169,1,Cheese, low-sodium,cheddar or colby
171,1,Egg, whole,"raw, frozen, pasteurized"
172,1,Egg, white,"raw, frozen, pasteurized"
173,1,Egg, white,dried
174,1,Milk, reduced fat,"fluid, 2% milkfat, without added vitamin A and vitamin D"
175,1,Milk, fluid,"1% fat, without added vitamin A and vitamin D"
178,1,Sour cream, reduced fat,
179,1,Sour cream, light,
180,1,Sour cream, fat free,
182,1,USDA Commodity, cheese,"cheddar, reduced fat"
184,1,Yogurt, vanilla or lemon flavor,"nonfat milk, sweetened with low-calorie sweetener"
185,1,Parmesan cheese topping, fat free,
186,1,Cheese, cream,fat free
187,1,Yogurt, chocolate,nonfat milk
188,1,KRAFT CHEEZ WHIZ Pasteurized Process Cheese Sauce,,
189,1,KRAFT CHEEZ WHIZ LIGHT Pasteurized Process Cheese Product,,
190,1,KRAFT FREE Singles American Nonfat Pasteurized Process Cheese Product,,
191,1,KRAFT VELVEETA Pasteurized Process Cheese Spread,,
192,1,KRAFT VELVEETA LIGHT Reduced Fat Pasteurized Process Cheese Product,,
193,1,KRAFT BREAKSTONE'S Reduced Fat Sour Cream,,
194,1,KRAFT BREAKSTONE'S FREE Fat Free Sour Cream,,
199,1,Cream, half and half,fat free
200,1,Reddi Wip Fat Free Whipped Topping,,
202,1,Milk, chocolate,"fluid, commercial, reduced fat, with added calcium"
203,1,Yogurt, fruit,"lowfat, with low calorie sweetener"
204,1,Cheese, parmesan,"dry grated, reduced fat"
205,1,Cream substitute, flavored,liquid
206,1,Cream substitute, flavored,powdered
208,1,Cheese, provolone,reduced fat
209,1,Cheese, Mexican,"blend, reduced fat"
210,1,Egg Mix, USDA Commodity,
211,1,Milk, whole,"3.25% milkfat, without added vitamin A and vitamin D"
212,1,Milk, dry,"whole, without added vitamin D"
214,1,Milk, canned,"evaporated, without added vitamin A and vitamin D"
215,1,Cheese product, pasteurized process,"American, reduced fat, fortified with vitamin D"
216,1,Yogurt, fruit,"low fat, 9 grams protein per 8 ounce, fortified with vitamin D"
217,1,Yogurt, fruit,"low fat, 10 grams protein per 8 ounce, fortified with vitamin D"
218,1,Yogurt, fruit variety,"nonfat, fortified with vitamin D"
219,1,Yogurt, fruit,"lowfat, with low calorie sweetener, fortified with vitamin D"
220,1,Yogurt, vanilla,"low fat, 11 grams protein per 8 ounce, fortified with vitamin D"
221,1,Yogurt, vanilla or lemon flavor,"nonfat milk, sweetened with low-calorie sweetener, fortified with vitamin D"
222,1,Yogurt, chocolate,"nonfat milk, fortified with vitamin D"
223,1,Protein supplement, milk based,"Muscle Milk, powder"
224,1,Protein supplement, milk based,"Muscle Milk Light, powder"
225,1,Dulce de Leche,,
226,1,Egg substitute, liquid or frozen,fat free
227,1,Cheese, dry white,queso seco
228,1,Cheese, fresh,queso fresco
229,1,Cheese, white,queso blanco
230,1,Milk, buttermilk,"fluid, whole"
231,1,Yogurt, vanilla flavor,"lowfat milk, sweetened with low calorie sweetener"
235,1,Yogurt, frozen,"flavors not chocolate, nonfat milk, with low-calorie sweetener"
236,1,Ice cream, soft serve,chocolate
237,1,Ice cream, bar or stick,chocolate covered
238,1,Ice cream sandwich,,
239,1,Ice cream cookie sandwich,,
240,1,Ice cream cone, chocolate covered,"with nuts, flavors other than chocolate"
241,1,Ice cream sandwich, made with light ice cream,vanilla
242,1,Ice cream sandwich, vanilla,"light, no sugar added"
243,1,Fat free ice cream, no sugar added,flavors other than chocolate
244,1,Milk dessert bar, frozen,made from lowfat milk
250,1,Nutritional supplement for people with diabetes, liquid,
251,1,Cheese, Mexican blend,
252,1,Dairy, Cheese product,"pasteurized process, American, vitamin D fortified"
253,1,Cheese, pasteurized process,"American, without added vitamin D"
254,1,Cheese food, pasteurized process,"American, without added vitamin D"
255,1,Egg, whole,"raw, frozen, salted, pasteurized"
256,1,Yogurt, Greek,"plain, nonfat"
258,1,Egg, white,"dried, stabilized, glucose reduced"
259,1,Cheese spread, American or Cheddar cheese base,reduced fat
260,1,Cheese, cheddar,reduced fat
263,1,Ice cream, light,"soft serve, chocolate"
264,1,Ice cream bar, stick or nugget,with crunch coating
265,1,Cheese, cheddar,nonfat or fat free
266,1,Cheese, Swiss,nonfat or fat free
267,1,Queso cotija,,
270,1,Cheese, cheddar,"sharp, sliced"
271,1,Cheese, mozzarella,"low moisture, part-skim, shredded"
275,1,Yogurt, Greek,"non fat, vanilla, CHOBANI"
276,1,Yogurt, Greek,"strawberry, DANNON OIKOS"
278,1,Yogurt, Greek,"non fat, vanilla, DANNON OIKOS"
280,1,Yogurt, Greek,"non fat, strawberry, DANNON OIKOS"
281,1,Yogurt, Greek,"non fat, strawberry, CHOBANI"
1001,2,Spices, allspice,ground
1002,2,Spices, anise seed,
1003,2,Spices, basil,dried
1004,2,Spices, bay leaf,
1005,2,Spices, caraway seed,
1006,2,Spices, cardamom,
1007,2,Spices, celery seed,
1008,2,Spices, chervil,dried
1009,2,Spices, chili powder,
1010,2,Spices, cinnamon,ground
1011,2,Spices, cloves,ground
1012,2,Spices, coriander leaf,dried
1013,2,Spices, coriander seed,
1014,2,Spices, cumin seed,
1015,2,Spices, curry powder,
1016,2,Spices, dill seed,
1017,2,Spices, dill weed,dried
1018,2,Spices, fennel seed,
1019,2,Spices, fenugreek seed,
1020,2,Spices, garlic powder,
1021,2,Spices, ginger,ground
1022,2,Spices, mace,ground
1023,2,Spices, marjoram,dried
1024,2,Spices, mustard seed,ground
1025,2,Spices, nutmeg,ground
1026,2,Spices, onion powder,
1027,2,Spices, oregano,dried
1028,2,Spices, paprika,
1029,2,Spices, parsley,dried
1030,2,Spices, pepper,black
1031,2,Spices, pepper,red or cayenne
1032,2,Spices, pepper,white
1033,2,Spices, poppy seed,
1034,2,Spices, poultry seasoning,
1035,2,Spices, pumpkin pie spice,
1036,2,Spices, rosemary,dried
1037,2,Spices, saffron,
1038,2,Spices, sage,ground
1039,2,Spices, savory,ground
1041,2,Spices, tarragon,dried
1042,2,Spices, thyme,dried
1043,2,Spices, turmeric,ground
1044,2,Basil, fresh,
1045,2,Dill weed, fresh,
1046,2,Mustard, prepared,yellow
1047,2,Salt, table,
1048,2,Vinegar, cider,
1049,2,Thyme, fresh,
1050,2,Vanilla extract,,
1051,2,Vanilla extract, imitation,alcohol
1052,2,Vanilla extract, imitation,no alcohol
1053,2,Vinegar, distilled,
1054,2,Capers, canned,
1055,2,Horseradish, prepared,
1063,2,Rosemary, fresh,
1064,2,Peppermint, fresh,
1065,2,Spearmint, fresh,
1066,2,Spearmint, dried,
1068,2,Vinegar, red wine,
1069,2,Vinegar, balsamic,
1073,2,PACE, Dry Taco Seasoning Mix,
1074,2,Seasoning mix, dry,"sazon, coriander & annatto"
1075,2,Seasoning mix, dry,"taco, original"
1076,2,Seasoning mix, dry,"chili, original"
2001,3,Babyfood, juice treats,"fruit medley, toddler"
2002,3,Babyfood, meat,"beef, strained"
2003,3,Babyfood, meat,"beef, junior"
2005,3,Babyfood, meat,"veal, strained"
2007,3,Babyfood, meat,"pork, strained"
2008,3,Babyfood, meat,"ham, strained"
2009,3,Babyfood, meat,"ham, junior"
2010,3,Babyfood, meat,"lamb, strained"
2011,3,Babyfood, meat,"lamb, junior"
2012,3,Babyfood, meat,"chicken, strained"
2013,3,Babyfood, meat,"chicken, junior"
2014,3,Babyfood, meat,"chicken sticks, junior"
2015,3,Babyfood, meat,"turkey, strained"
2016,3,Babyfood, meat,"turkey, junior"
2017,3,Babyfood, meat,"turkey sticks, junior"
2019,3,Babyfood, snack,"GERBER GRADUATE FRUIT  STRIPS, Real Fruit Bars"
2021,3,Babyfood, meat,"meat sticks, junior"
2041,3,Babyfood, dinner,"vegetables and dumplings and beef, strained"
2042,3,Babyfood, dinner,"vegetables and dumplings and beef, junior"
2043,3,Babyfood, dinner,"beef lasagna, toddler"
2044,3,Babyfood, dinner,"macaroni and tomato and beef, strained"
2045,3,Babyfood, dinner,"macaroni and tomato and beef, junior"
2046,3,Babyfood, ravioli,"cheese filled, with tomato sauce"
2047,3,Babyfood, dinner,"beef noodle, strained"
2048,3,Babyfood, macaroni and cheese,toddler
2049,3,Babyfood, dinner,"beef and rice, toddler"
2050,3,Babyfood, dinner,"spaghetti and tomato and meat, junior"
2051,3,Babyfood, dinner,"spaghetti and tomato and meat, toddler"
2052,3,Babyfood, dinner,"beef stew, toddler"
2053,3,Babyfood, dinner,"vegetables and beef, strained"
2054,3,Babyfood, dinner,"vegetables and beef, junior"
2055,3,Babyfood, dinner,beef with vegetables
2059,3,Babyfood, dinner,"vegetables and bacon, strained"
2061,3,Babyfood, dinner,"vegetables and ham, strained"
2062,3,Babyfood, dinner,"vegetables and ham, junior"
2066,3,Babyfood, dinner,"vegetables and lamb, strained"
2067,3,Babyfood, dinner,"vegetables and lamb, junior"
2068,3,Babyfood, dinner,"chicken noodle, strained"
2069,3,Babyfood, dinner,"chicken noodle, junior"
2070,3,Babyfood, dinner,"chicken soup, strained"
2072,3,Babyfood, dinner,"chicken stew, toddler"
2073,3,Babyfood, dinner,"vegetables chicken, strained"
2075,3,Babyfood, dinner,"vegetables, noodles and chicken, strained"
2076,3,Babyfood, dinner,"vegetables, noodles and chicken, junior"
2077,3,Babyfood, dinner,pasta with vegetables
2079,3,Babyfood, dinner,"vegetables and noodles and turkey, strained"
2081,3,Babyfood, dinner,"vegetables and noodles and turkey, junior"
2082,3,Babyfood, dinner,"turkey and rice, strained"
2083,3,Babyfood, dinner,"turkey and rice, junior"
2084,3,Babyfood, dinner,"vegetables and turkey, strained"
2085,3,Babyfood, dinner,"vegetables and turkey, junior"
2089,3,Babyfood, dinner,"macaroni and cheese, strained"
2090,3,Babyfood, dinner,"macaroni and cheese, junior"
2091,3,Babyfood, vegetables,"green beans, strained"
2092,3,Babyfood, vegetables,"green beans, junior"
2093,3,Babyfood, green beans,"dices, toddler"
2096,3,Babyfood, vegetable,green beans and potatoes
2098,3,Babyfood, vegetables,"beets, strained"
2099,3,Babyfood, vegetables,"carrots, strained"
2100,3,Babyfood, vegetables,"carrots, junior"
2104,3,Babyfood, vegetables,"squash, strained"
2105,3,Babyfood, vegetables,"squash, junior"
2108,3,Babyfood, vegetables,sweet potatoes strained
2109,3,Babyfood, vegetables,"sweet potatoes, junior"
2112,3,Babyfood, potatoes,toddler
2114,3,Babyfood, vegetable,butternut squash and corn
2115,3,Babyfood, apples,"dices, toddler"
2116,3,Babyfood, fruit,"applesauce, strained"
2117,3,Babyfood, fruit,"applesauce, junior"
2118,3,Babyfood, fruit,"apricot with tapioca, strained"
2119,3,Babyfood, vegetables,"corn, creamed, strained"
2120,3,Babyfood, vegetables,"corn, creamed, junior"
2121,3,Babyfood, vegetables,"peas, strained"
2122,3,Babyfood, peas,"dices, toddler"
2127,3,Babyfood, vegetables,"spinach, creamed, strained"
2128,3,Babyfood, fruit,"apricot with tapioca, junior"
2129,3,Babyfood, fruit,"bananas with tapioca, strained"
2130,3,Babyfood, fruit,"peaches, strained"
2131,3,Babyfood, fruit,"peaches, junior"
2132,3,Babyfood, fruit,"pears, strained"
2133,3,Babyfood, fruit,"pears, junior"
2134,3,Babyfood, fruit,"plums with tapioca, without ascorbic acid, strained"
2135,3,Babyfood, fruit,"plums with tapioca, without ascorbic acid, junior"
2136,3,Babyfood, fruit,"prunes with tapioca, without ascorbic acid, strained"
2137,3,Babyfood, fruit,"prunes with tapioca, without ascorbic acid, junior"
2139,3,Babyfood, prunes,"without vitamin c, strained"
2140,3,Babyfood, fruit dessert,mango with tapioca
2141,3,Babyfood, pears,"dices, toddler"
2142,3,Babyfood, fruit,"applesauce and apricots, strained"
2143,3,Babyfood, fruit,"applesauce and apricots, junior"
2144,3,Babyfood, fruit,"applesauce and cherries, strained"
2145,3,Babyfood, fruit,"applesauce and cherries, junior"
2147,3,Babyfood, fruit,"applesauce with banana, junior"
2150,3,Babyfood, fruit,"applesauce and pineapple, strained"
2151,3,Babyfood, fruit,"applesauce and pineapple, junior"
2152,3,Babyfood, fruit,"apple and raspberry, strained"
2153,3,Babyfood, fruit,"apple and raspberry, junior"
2154,3,Babyfood, fruit and vegetable,apple and sweet potato
2156,3,Babyfood, fruit,"bananas and pineapple with tapioca, junior"
2157,3,Babyfood, fruit,"bananas and pineapple with tapioca, strained"
2158,3,Babyfood, fruit,"pears and pineapple, strained"
2159,3,Babyfood, fruit,"pears and pineapple, junior"
2160,3,Babyfood, fruit,"guava and papaya with tapioca, strained"
2161,3,Babyfood, peaches,"dices, toddler"
2162,3,Babyfood, fruit,"papaya and applesauce with tapioca, strained"
2163,3,Babyfood, fruit,"bananas with apples and pears, strained"
2164,3,Babyfood, fruit,"apple and blueberry, strained"
2165,3,Babyfood, fruit,"apple and blueberry, junior"
2166,3,Babyfood, juice,apple
2167,3,Babyfood, apple-banana juice,
2168,3,Babyfood, juice,apple and peach
2169,3,Babyfood, apple-cranberry juice,
2170,3,Babyfood, juice,apple and plum
2171,3,Babyfood, juice,apple and prune
2172,3,Babyfood, juice,orange
2173,3,Babyfood, juice,orange and apple
2174,3,Babyfood, juice,orange and apple and banana
2175,3,Babyfood, juice,orange and apricot
2176,3,Babyfood, juice,orange and banana
2177,3,Babyfood, juice,orange and pineapple
2178,3,Babyfood, juice,prune and orange
2179,3,Babyfood, juice,mixed fruit
2181,3,Babyfood, cereal,"barley, dry"
2184,3,Babyfood, cereal,"whole wheat, with apples, dry"
2185,3,Babyfood, cereal,"mixed, dry"
2186,3,Babyfood, cereal,"mixed, with bananas, dry"
2187,3,Babyfood, cereal,"mixed, with applesauce and bananas, strained"
2188,3,Babyfood, cereal,"mixed, with applesauce and bananas, junior"
2189,3,Babyfood, cereal,"oatmeal, dry"
2190,3,Babyfood, cereal,"oatmeal, with bananas, dry"
2191,3,Babyfood, cereal,"oatmeal, with applesauce and bananas, strained"
2192,3,Babyfood, cereal,"oatmeal, with applesauce and bananas, junior"
2193,3,Babyfood, cereal,"oatmeal, with honey, dry"
2194,3,Babyfood, cereal,"rice, dry"
2195,3,Babyfood, cereal,"rice, with applesauce and bananas, strained"
2197,3,Babyfood, cereal,"with egg yolks, strained"
2198,3,Babyfood, cereal,"with egg yolks, junior"
2199,3,Babyfood, cereal,"with eggs, strained"
2201,3,Babyfood, cereal,"egg yolks and bacon, junior"
2205,3,Babyfood, oatmeal cereal with fruit,"dry, instant, toddler"
2206,3,Babyfood, cookie,"baby, fruit"
2209,3,Babyfood, crackers,vegetable
2210,3,Babyfood, cereal,"rice, with mixed fruit, junior"
2211,3,Babyfood, cereal,"high protein, with apple and orange, dry"
2212,3,Babyfood, cereal,"rice, with bananas, dry"
2213,3,Babyfood, cookies,
2214,3,Babyfood, cookies,arrowroot
2215,3,Babyfood, pretzels,
2216,3,Babyfood, teething biscuits,
2217,3,Zwieback,,
2220,3,Babyfood, dessert,"dutch apple, strained"
2221,3,Babyfood, dessert,"dutch apple, junior"
2222,3,Babyfood, cherry cobbler,junior
2224,3,Babyfood, dessert,"cherry vanilla pudding, strained"
2225,3,Babyfood, dessert,"cherry vanilla pudding, junior"
2226,3,Babyfood, dessert,"fruit pudding, orange, strained"
2227,3,Babyfood, dessert,"peach cobbler, strained"
2228,3,Babyfood, dessert,"peach cobbler, junior"
2229,3,Babyfood, dessert,"peach melba, strained"
2230,3,Babyfood, dessert,"peach melba, junior"
2233,3,Babyfood, dessert,"fruit pudding, pineapple, strained"
2235,3,Babyfood, dessert,"fruit dessert, without ascorbic acid, strained"
2236,3,Babyfood, dessert,"fruit dessert, without ascorbic acid, junior"
2238,3,Babyfood, dessert,"tropical fruit, junior"
2245,3,Babyfood, dessert,"custard pudding, vanilla, strained"
2246,3,Babyfood, dessert,"custard pudding, vanilla, junior"
2265,3,Babyfood, juice,apple and grape
2267,3,Babyfood, juice,"fruit punch, with calcium"
2268,3,Babyfood, juice,apple and cherry
2269,3,Babyfood, juice,"apple, with calcium"
2274,3,Babyfood, dinner,"vegetables and chicken, junior"
2278,3,Babyfood, dinner,"mixed vegetable, strained"
2279,3,Babyfood, dinner,"mixed vegetable, junior"
2280,3,Babyfood, fruit,"bananas with tapioca, junior"
2282,3,Babyfood, vegetables,mix vegetables junior
2283,3,Babyfood, vegetables,"garden vegetable, strained"
2286,3,Babyfood, vegetables,mix vegetables strained
2287,3,Babyfood, dinner,"beef noodle, junior"
2289,3,Babyfood, apples with ham,strained
2290,3,Babyfood, carrots and beef,strained
2293,3,Babyfood, plums,"bananas and rice, strained"
2296,3,Babyfood, dinner,"turkey, rice, and vegetables, toddler"
2297,3,Babyfood, dinner,"apples and chicken, strained"
2298,3,Babyfood, dinner,"broccoli and chicken, junior"
2301,3,Babyfood, beverage,GERBER GRADUATE FRUIT SPLASHERS
2302,3,Babyfood, snack,GERBER GRADUATE YOGURT MELTS
2303,3,Babyfood, dinner,"sweet potatoes and chicken, strained"
2304,3,Babyfood, dinner,"potatoes with cheese and ham, toddler"
2681,3,Babyfood, cereal,"barley, prepared with whole milk"
2682,3,Babyfood, cereal,"high protein, prepared with whole milk"
2685,3,Babyfood, cereal,"mixed, prepared with whole milk"
2686,3,Babyfood, cereal,"mixed, with bananas, prepared with whole milk"
2689,3,Babyfood, cereal,"oatmeal, prepared with whole milk"
2690,3,Babyfood, cereal,"oatmeal, with bananas, prepared with whole milk"
2693,3,Babyfood, cereal,"oatmeal, with honey, prepared with whole milk"
2694,3,Babyfood, cereal,"rice, prepared with whole milk"
2696,3,Babyfood, cereal,"rice, with honey, prepared with whole milk"
2704,3,Babyfood, cereal,"mixed, with honey, prepared with whole milk"
2711,3,Babyfood, cereal,"high protein, with apple and orange, prepared with whole milk"
2712,3,Babyfood, cereal,"rice, with bananas, prepared with whole milk"
2800,3,Infant formula, NESTLE,"GOOD START SUPREME, with iron, ready-to-feed"
2801,3,Infant formula, NESTLE,"GOOD START SUPREME, with iron, liquid concentrate, not reconstituted"
2802,3,Infant formula, NESTLE,"GOOD START SUPREME, with iron, powder"
2803,3,Infant formula, MEAD JOHNSON,"ENFAMIL, with iron, ready-to-feed"
2805,3,Infant formula, MEAD JOHNSON,"ENFAMIL, with iron, powder"
2806,3,Infant formula, MEAD JOHNSON,"ENFAMIL, low iron, ready-to-feed"
2808,3,Infant formula, MEAD JOHNSON,"ENFAMIL, LIPIL, with iron, powder, with ARA and DHA"
2809,3,Infant formula, MEAD JOHNSON,"ENFAMIL, low iron, powder, not reconstituted"
2812,3,Infant formula, MEAD JOHNSON,"ENFAMIL, LIPIL, with iron, liquid concentrate, with ARA and DHA"
2813,3,Infant formula, MEAD JOHNSON,"ENFAMIL, NUTRAMIGEN, with iron, ready-to-feed"
2814,3,Infant formula, MEAD JOHNSON,"ENFAMIL, NUTRAMIGEN, with iron, powder, not reconstituted"
2815,3,Infant formula, MEAD JOHNSON,"ENFAMIL LIPIL, with iron, ready-to-feed, with ARA and DHA"
2816,3,Infant formula, MEAD JOHNSON,"ENFAMIL, NUTRAMIGEN, with iron, liquid concentrate, not reconstituted"
2817,3,Infant formula, MEAD JOHNSON,"ENFAMIL, LIPIL, low iron, powder, with ARA and DHA"
2818,3,Infant formula, MEAD JOHNSON,"ENFAMIL, LIPIL, low iron, liquid concentrate, with ARA and DHA"
2819,3,Child formula, MEAD JOHNSON,"PORTAGEN, with iron, powder, not reconstituted"
2820,3,Child formula, MEAD JOHNSON,"PORTAGEN, with iron, prepared from powder"
2821,3,Infant formula, MEAD JOHNSON,"PREGESTIMIL, with iron, powder, not reconstituted"
2822,3,Infant formula, MEAD JOHNSON,"PREGESTIMIL, with iron, prepared from powder"
2823,3,Infant formula, MEAD JOHNSON,"PROSOBEE, with iron, ready-to-feed"
2824,3,Infant formula, MEAD JOHNSON,"PROSOBEE, with iron, liquid concentrate, not reconstituted"
2825,3,Infant formula, MEAD JOHNSON,"ENFAMIL, LIPIL, low iron, ready to feed, with ARA and DHA"
2826,3,Infant formula, MEAD JOHNSON,"ENFAMIL, PROSOBEE, with iron, powder, not reconstituted"
2827,3,Infant formula, MEAD JOHNSON,"ENFAMIL, LACTOFREE LIPIL, with iron, powder, with ARA and DHA"
2830,3,Infant formula, MEAD JOHNSON,"ENFAMIL, LACTOFREE, LIPIL, with iron, liquid concentrate, not reconstituted, with ARA and DHA"
2832,3,Infant formula, MEAD JOHNSON,"ENFAMIL, LIPIL, ready-to-feed, with ARA and DHA"
2837,3,Infant formula, ABBOTT NUTRITION,"SIMILAC, PM 60/40, powder not reconstituted (formerly ROSS)"
2838,3,Infant formula, MEAD JOHNSON,"ENFAMIL, NUTRAMIGEN LIPIL, with iron, powder, not reconstituted, with ARA and DHA"
2839,3,Infant formula, ABBOTT NUTRITION,"SIMILAC, NATURAL CARE, ADVANCE, ready-to-feed, with ARA and DHA (formerly ROSS)"
